Bright Pixel (ADU),Bias Shift (ADU),RAFTNAME,LSST_NUM,RUNNUM,EXTNAME,IMAGETAG,Filename
58880.0,2.0317044017590535,LCA-11021_RTM-014,ITL-3800C-455,13053,Segment12,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R20_S21.fits
52833.0,1.9358108362496287,LCA-11021_RTM-011,ITL-3800C-083,13053,Segment10,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R01_S00.fits
60562.0,2.9374960215355506,LCA-11021_RTM-014,ITL-3800C-307,13053,Segment15,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R20_S00.fits
69458.0,1.4954672444352994,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment06,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R11_S02.fits
62063.0,3.2975670920847877,LCA-11021_RTM-017,ITL-3800C-454,13053,Segment17,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R03_S11.fits
60188.0,2.508468916568259,LCA-11021_RTM-023,ITL-3800C-207,13053,Segment02,4328e348af809dfa,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000132/MC_C_20211117_000132_R10_S22.fits
23146.0,2.206791705847121,LCA-11021_RTM-018,ITL-3800C-510,13055,Segment14,2900116cabe395d,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000185/MC_C_20211117_000185_R42_S21.fits
26438.0,1.5602133990588538,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment13,2900116cabe395d,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000185/MC_C_20211117_000185_R11_S02.fits
26829.0,3.5747662775554647,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment05,2900116cabe395d,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000185/MC_C_20211117_000185_R11_S02.fits
26774.0,4.3457792663486305,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment03,2900116cabe395d,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000185/MC_C_20211117_000185_R11_S02.fits
26858.0,2.5452974308818996,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment02,2900116cabe395d,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000185/MC_C_20211117_000185_R11_S02.fits
26440.0,2.4222469925700656,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment13,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R11_S02.fits
26980.0,2.9968492186296625,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment06,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R11_S02.fits
26824.0,3.0358146233391072,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment05,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R11_S02.fits
26684.0,3.5829890915985674,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment04,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R11_S02.fits
26855.0,3.216387961288852,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment02,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R11_S02.fits
209928.0,1.6179807572016722,LCA-11021_RTM-012,E2V-CCD250-358,13049,Segment10,90a59cb4df366e58,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000050/MC_C_20211117_000050_R30_S10.fits
21061.0,1.2739491732806494,LCA-11021_RTM-017,ITL-3800C-467,13053,Segment03,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R03_S02.fits
23496.0,2.0686486412635325,LCA-11021_RTM-013,ITL-3800C-261,13053,Segment11,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R02_S01.fits
22868.0,1.2089741709882615,LCA-11021_RTM-013,ITL-3800C-261,13053,Segment14,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R02_S01.fits
24533.0,4.409544859536254,LCA-11021_RTM-021,ITL-3800C-355,13053,Segment16,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R41_S02.fits
26826.0,3.1401679875341846,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment05,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R11_S02.fits
26682.0,2.1426638700694824,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment04,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R11_S02.fits
26856.0,1.8020357198293726,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment02,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R11_S02.fits
26653.0,2.0478543371923346,LCA-11021_RTM-006,E2V-CCD250-190,13053,Segment10,da48950924aab1c5,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000115/MC_C_20211117_000115_R14_S12.fits
52942.0,2.77568728303685,LCA-11021_RTM-011,ITL-3800C-083,13047,Segment10,6da350659ffd2ec2,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000036/MC_C_20211117_000036_R01_S00.fits
60618.0,2.8391803413607524,LCA-11021_RTM-014,ITL-3800C-307,13047,Segment15,6da350659ffd2ec2,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000036/MC_C_20211117_000036_R20_S00.fits
62407.0,3.6196391390495397,LCA-11021_RTM-021,ITL-3800C-355,13047,Segment16,6da350659ffd2ec2,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000036/MC_C_20211117_000036_R41_S02.fits
69283.0,0.8838126448911756,LCA-11021_RTM-005,E2V-CCD250-239,13047,Segment04,6da350659ffd2ec2,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000036/MC_C_20211117_000036_R23_S01.fits
58753.0,1.3026679568729638,LCA-11021_RTM-014,ITL-3800C-455,13047,Segment12,6da350659ffd2ec2,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000036/MC_C_20211117_000036_R20_S21.fits
25333.0,4.283222828065479,LCA-11021_RTM-021,ITL-3800C-355,13051,Segment16,f6de248b2de1dd79,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000098/MC_C_20211117_000098_R41_S02.fits
60712.0,2.97431173288005,LCA-11021_RTM-014,ITL-3800C-307,13055,Segment15,d2dac21bb113a75b,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000194/MC_C_20211117_000194_R20_S00.fits
56071.0,1.4822131307286417,LCA-11021_RTM-014,ITL-3800C-307,13055,Segment03,d2dac21bb113a75b,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000194/MC_C_20211117_000194_R20_S00.fits
58361.0,1.5461146319163113,LCA-11021_RTM-014,ITL-3800C-455,13055,Segment12,d2dac21bb113a75b,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000194/MC_C_20211117_000194_R20_S21.fits
52895.0,2.7046646365840146,LCA-11021_RTM-011,ITL-3800C-083,13055,Segment10,d2dac21bb113a75b,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000194/MC_C_20211117_000194_R01_S00.fits
54693.0,2.354395722157254,LCA-11021_RTM-013,ITL-3800C-261,13055,Segment11,d2dac21bb113a75b,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000194/MC_C_20211117_000194_R02_S01.fits
26652.0,2.0543503059099475,LCA-11021_RTM-006,E2V-CCD250-190,13047,Segment10,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R14_S12.fits
23491.0,1.3866497407098832,LCA-11021_RTM-013,ITL-3800C-261,13047,Segment11,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R02_S01.fits
22634.0,0.9959137535857864,LCA-11021_RTM-013,ITL-3800C-261,13047,Segment13,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R02_S01.fits
21116.0,3.9950191475230903,LCA-11021_RTM-011,ITL-3800C-034,13047,Segment16,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R01_S10.fits
25437.0,3.6163619005165137,LCA-11021_RTM-011,ITL-3800C-034,13047,Segment17,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R01_S10.fits
25446.0,4.099641031570326,LCA-11021_RTM-011,ITL-3800C-034,13047,Segment17,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R01_S10.fits
24783.0,1.0385357205795445,LCA-11021_RTM-014,ITL-3800C-455,13047,Segment00,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R20_S21.fits
26776.0,2.0855118560931705,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment12,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
26437.0,1.593761455293788,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment13,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
27005.0,1.5589087454496608,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment14,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
26980.0,2.2874095888171553,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment06,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
26826.0,4.037423632000649,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment05,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
26684.0,2.255559509068555,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment04,f0ab6e615eb6eb2c,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000019/MC_C_20211117_000019_R11_S02.fits
24527.0,3.981254536593715,LCA-11021_RTM-021,ITL-3800C-355,13051,Segment16,9b614a5464c058fd,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000087/MC_C_20211117_000087_R41_S02.fits
23502.0,2.612542223218889,LCA-11021_RTM-013,ITL-3800C-261,13055,Segment11,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R02_S01.fits
26441.0,2.448636588463783,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment13,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
27010.0,2.072107387049016,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment14,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26665.0,1.7067756382781387,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment15,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26825.0,3.89408781813388,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment05,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26683.0,3.2052700873766633,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment04,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26775.0,2.606019789816906,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment03,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26857.0,2.271505034709103,LCA-11021_RTM-020,E2V-CCD250-359,13055,Segment02,8294e36dd0ba7e96,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000183/MC_C_20211117_000183_R11_S02.fits
26087.0,3.2901591438577347,LCA-11021_RTM-017,ITL-3800C-454,13049,Segment17,c20a651049fc8b10,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000058/MC_C_20211117_000058_R03_S11.fits
21066.0,1.8263793292157204,LCA-11021_RTM-017,ITL-3800C-467,13049,Segment03,c20a651049fc8b10,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000058/MC_C_20211117_000058_R03_S02.fits
22846.0,1.365151879542628,LCA-11021_RTM-014,ITL-3800C-225,13049,Segment03,c20a651049fc8b10,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000058/MC_C_20211117_000058_R20_S20.fits
27004.0,2.25450136058016,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment14,c20a651049fc8b10,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000058/MC_C_20211117_000058_R11_S02.fits
26830.0,3.1274506746223705,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment05,c20a651049fc8b10,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000058/MC_C_20211117_000058_R11_S02.fits
24529.0,1.264636163785644,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R41_S02.fits
24530.0,2.121294320584833,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R41_S02.fits
24529.0,2.7773776366163045,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R41_S02.fits
24530.0,4.681639500927024,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R41_S02.fits
25834.0,2.028682194734678,LCA-11021_RTM-023,ITL-3800C-377,13054,Segment10,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R10_S20.fits
24316.0,2.1232086322613593,LCA-11021_RTM-023,ITL-3800C-377,13054,Segment11,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R10_S20.fits
23351.0,2.4029881019460975,LCA-11021_RTM-023,ITL-3800C-377,13054,Segment12,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R10_S20.fits
24317.0,2.01146856577966,LCA-11021_RTM-023,ITL-3800C-377,13054,Segment15,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R10_S20.fits
25060.0,2.035791944551706,LCA-11021_RTM-023,ITL-3800C-377,13054,Segment16,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R10_S20.fits
26020.0,1.6662722425400747,LCA-11021_RTM-017,ITL-3800C-088,13054,Segment17,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R03_S20.fits
21061.0,1.4242515822565724,LCA-11021_RTM-017,ITL-3800C-467,13054,Segment03,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R03_S02.fits
22857.0,1.0705889182583603,LCA-11021_RTM-018,ITL-3800C-019,13054,Segment02,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R42_S10.fits
26981.0,1.8310882095904137,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment06,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R11_S02.fits
26825.0,3.7528354877452794,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment05,32058d6bc3bcc160,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000149/MC_C_20211117_000149_R11_S02.fits
23153.0,2.8355786555903912,LCA-11021_RTM-018,ITL-3800C-510,13053,Segment14,f6fc8f57449057be,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000125/MC_C_20211117_000125_R42_S21.fits
26824.0,3.0450608525659613,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment05,f6fc8f57449057be,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000125/MC_C_20211117_000125_R11_S02.fits
26684.0,1.6208457615187688,LCA-11021_RTM-020,E2V-CCD250-359,13053,Segment04,f6fc8f57449057be,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000125/MC_C_20211117_000125_R11_S02.fits
26657.0,2.3298084799639263,LCA-11021_RTM-006,E2V-CCD250-190,13054,Segment10,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R14_S12.fits
26817.0,2.423436437624865,LCA-11021_RTM-006,E2V-CCD250-190,13054,Segment03,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R14_S12.fits
24531.0,2.2497183619555337,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R41_S02.fits
26887.0,1.894802170732455,LCA-11021_RTM-005,E2V-CCD250-153,13054,Segment16,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R23_S12.fits
27004.0,1.706539346659673,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment14,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R11_S02.fits
26978.0,3.786672185726417,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment06,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R11_S02.fits
26825.0,4.243183483144153,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment05,60a5c25bedb8d273,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000154/MC_C_20211117_000154_R11_S02.fits
26813.0,2.432119124933623,LCA-11021_RTM-006,E2V-CCD250-190,13047,Segment03,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R14_S12.fits
26437.0,3.1286354300654375,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment13,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R11_S02.fits
27004.0,1.9558125967221507,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment14,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R11_S02.fits
26823.0,3.2685730655202314,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment05,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R11_S02.fits
26772.0,2.4912600352634957,LCA-11021_RTM-020,E2V-CCD250-359,13047,Segment03,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R11_S02.fits
24533.0,5.427664634715033,LCA-11021_RTM-021,ITL-3800C-355,13047,Segment16,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R41_S02.fits
24536.0,3.038147533703453,LCA-11021_RTM-021,ITL-3800C-355,13047,Segment16,7106891cb5a9f3fb,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000027/MC_C_20211117_000027_R41_S02.fits
60677.0,2.0460961988344364,LCA-11021_RTM-014,ITL-3800C-307,13049,Segment15,132d47761adc5499,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000075/MC_C_20211117_000075_R20_S00.fits
62382.0,3.6464324641452994,LCA-11021_RTM-021,ITL-3800C-355,13049,Segment16,132d47761adc5499,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000075/MC_C_20211117_000075_R41_S02.fits
58632.0,1.1694210118803732,LCA-11021_RTM-014,ITL-3800C-455,13049,Segment12,132d47761adc5499,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000075/MC_C_20211117_000075_R20_S21.fits
33665.0,2.872950082746386,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment12,196e4221e7d874e1,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000067/MC_C_20211117_000067_R11_S02.fits
31315.0,2.043639644726306,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment06,196e4221e7d874e1,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000067/MC_C_20211117_000067_R11_S02.fits
27736.0,2.9669712884490833,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment05,196e4221e7d874e1,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000067/MC_C_20211117_000067_R11_S02.fits
27582.0,2.700537885453049,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment04,196e4221e7d874e1,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000067/MC_C_20211117_000067_R11_S02.fits
27753.0,2.030181603946482,LCA-11021_RTM-020,E2V-CCD250-359,13049,Segment02,196e4221e7d874e1,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000067/MC_C_20211117_000067_R11_S02.fits
24531.0,4.782614702706858,LCA-11021_RTM-021,ITL-3800C-355,13054,Segment16,fd10e514325f3e97,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000150/MC_C_20211117_000150_R41_S02.fits
26816.0,3.2140477726417673,LCA-11021_RTM-006,E2V-CCD250-190,13054,Segment03,fd10e514325f3e97,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000150/MC_C_20211117_000150_R14_S12.fits
26826.0,3.5565854066445826,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment05,fd10e514325f3e97,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000150/MC_C_20211117_000150_R11_S02.fits
26772.0,1.5963697942346209,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment03,fd10e514325f3e97,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000150/MC_C_20211117_000150_R11_S02.fits
26855.0,2.995699746160974,LCA-11021_RTM-020,E2V-CCD250-359,13054,Segment02,fd10e514325f3e97,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000150/MC_C_20211117_000150_R11_S02.fits
62646.0,1.1024566136406964,LCA-11021_RTM-014,ITL-3800C-427,13055,Segment05,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R20_S02.fits
58797.0,1.2181589663610446,LCA-10692_CRTM-0002,ITL-4400B-029,13055,Segment12,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R00_SW1.fits
66555.0,0.9398958571577135,LCA-11021_RTM-008,E2V-CCD250-194,13055,Segment01,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R34_S11.fits
52890.0,2.9679056992062898,LCA-11021_RTM-011,ITL-3800C-083,13055,Segment10,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R01_S00.fits
62120.0,1.2553318298266343,LCA-11021_RTM-012,E2V-CCD250-166,13055,Segment01,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R30_S20.fits
58525.0,3.266147192219897,LCA-11021_RTM-017,ITL-3800C-454,13055,Segment17,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R03_S11.fits
58525.0,3.448991268083475,LCA-11021_RTM-017,ITL-3800C-454,13055,Segment17,e53eb2f45ef36fac,/sdf/group/lsst/camera/IandT/rawData/focal-plane/20211117/MC_C_20211117_000192/MC_C_20211117_000192_R03_S11.fits
